session_id,time_elapsed,valve_V1,valve_V2,valve_V3,furnaceTempSp,furnaceTemp,columnPres,columnLevel,defect_pump_fail,defect_coil_overheat,defect_valve_jam,defect_power_fail,defect_air_fail,defect_steam_fail,accident_risk,status,scenario_type,dataset_version
1,83,1,0,1,280.0,299.77,0.099,11.49,0,0,0,0,0,0,2.34,running,startup,2026-08-08-v2
1,84,1,0,1,280.0,304.68,0.108,11.49,0,0,0,0,0,0,2.34,running,startup,2026-08-08-v2
1,85,1,0,1,280.0,309.39,0.116,11.48,0,0,0,0,0,0,2.35,running,startup,2026-08-08-v2
1,86,1,0,1,280.0,314.24,0.126,11.52,0,0,0,0,0,0,4.74,running,startup,2026-08-08-v2
1,87,1,0,1,280.0,318.98,0.136,11.52,0,0,0,0,0,0,7.45,running,startup,2026-08-08-v2
1,88,1,0,1,280.0,323.44,0.147,11.52,0,0,0,0,0,0,10.0,running,startup,2026-08-08-v2
1,89,1,0,1,280.0,328.11,0.159,11.51,0,0,0,0,0,0,12.68,running,startup,2026-08-08-v2
1,90,1,0,1,280.0,332.79,0.17,11.5,0,0,0,0,0,0,15.36,running,startup,2026-08-08-v2
1,91,1,0,1,280.0,337.36,0.181,11.53,0,0,0,0,0,0,17.95,running,startup,2026-08-08-v2
1,92,1,0,1,280.0,341.68,0.193,11.52,0,0,0,0,0,0,20.42,running,startup,2026-08-08-v2
1,93,1,0,1,280.0,346.22,0.205,11.48,0,0,0,0,0,0,23.04,running,startup,2026-08-08-v2
1,94,1,0,1,280.0,350.44,0.217,11.47,0,0,0,0,0,0,25.46,running,startup,2026-08-08-v2
1,95,1,0,1,280.0,354.87,0.23,11.46,0,0,0,0,0,0,28.0,running,startup,2026-08-08-v2
1,96,1,0,1,280.0,359.27,0.243,11.47,0,0,0,0,0,0,30.51,running,startup,2026-08-08-v2
1,97,1,0,1,280.0,363.43,0.257,11.51,0,0,0,0,0,0,32.86,running,startup,2026-08-08-v2
1,98,1,0,1,280.0,367.72,0.27,11.55,0,0,0,0,0,0,35.28,accident,startup,2026-08-08-v2
2,1,1,0,1,280.0,280.07,0.345,49.93,0,0,0,0,0,0,12.5,running,defect_jam,2026-08-08-v2
2,2,1,0,1,280.0,280.25,0.341,49.83,0,0,0,0,0,0,11.39,running,defect_jam,2026-08-08-v2
2,3,1,0,1,280.0,280.03,0.337,49.72,0,0,0,0,0,0,10.28,running,defect_jam,2026-08-08-v2
2,4,1,0,1,280.0,279.95,0.332,49.62,0,0,0,0,0,0,8.89,running,defect_jam,2026-08-08-v2
2,5,1,0,1,280.0,280.14,0.329,49.51,0,0,0,0,0,0,8.06,running,defect_jam,2026-08-08-v2
2,6,1,0,1,280.0,279.93,0.324,49.46,0,0,0,0,0,0,6.67,running,defect_jam,2026-08-08-v2
2,7,1,0,1,280.0,279.76,0.32,49.31,0,0,0,0,0,0,5.56,running,defect_jam,2026-08-08-v2
2,8,1,0,1,280.0,279.7,0.316,49.21,0,0,0,0,0,0,4.44,running,defect_jam,2026-08-08-v2
2,9,1,0,1,280.0,279.66,0.313,49.1,0,0,0,0,0,0,3.61,running,defect_jam,2026-08-08-v2
2,10,1,0,1,280.0,279.84,0.309,48.97,0,0,0,0,0,0,2.5,running,defect_jam,2026-08-08-v2
2,11,1,0,1,280.0,279.9,0.306,48.91,0,0,0,0,0,0,1.67,running,defect_jam,2026-08-08-v2
2,12,1,0,1,280.0,279.96,0.303,48.84,0,0,0,0,0,0,0.83,running,defect_jam,2026-08-08-v2
2,13,1,0,1,280.0,280.04,0.301,48.77,0,0,0,0,0,0,0.28,running,defect_jam,2026-08-08-v2
2,14,1,0,1,280.0,280.05,0.297,48.69,0,0,0,0,0,0,0.0,running,defect_jam,2026-08-08-v2
2,15,1,0,1,280.0,280.01,0.294,48.59,0,0,0,0,0,0,0.0,running,defect_jam,2026-08-08-v2
2,16,1,0,1,330.0,289.99,0.293,48.46,0,0,0,0,0,0,0.0,running,defect_jam,2026-08-08-v2
2,17,1,0,1,330.0,298.04,0.295,48.4,0,0,0,0,0,0,0.0,running,defect_jam,2026-08-08-v2
2,18,1,0,1,330.0,304.47,0.297,48.28,0,0,0,0,0,0,0.0,running,defect_jam,2026-08-08-v2
2,19,1,0,1,330.0,309.56,0.301,48.21,0,0,0,0,0,0,0.28,running,defect_jam,2026-08-08-v2
2,20,1,0,1,330.0,313.65,0.305,48.09,0,0,0,0,0,0,3.47,running,defect_jam,2026-08-08-v2
2,21,1,0,1,330.0,316.83,0.31,48.0,0,0,0,0,0,0,6.68,running,defect_jam,2026-08-08-v2
2,22,1,0,1,330.0,319.34,0.314,47.87,0,0,0,0,0,0,9.23,running,defect_jam,2026-08-08-v2
2,23,1,0,1,330.0,321.46,0.319,47.79,0,0,0,0,0,0,11.83,running,defect_jam,2026-08-08-v2
2,24,1,0,1,330.0,323.13,0.324,47.66,0,0,0,0,0,0,14.17,running,defect_jam,2026-08-08-v2
2,25,1,0,1,330.0,324.44,0.329,47.61,0,0,0,0,0,0,16.31,running,defect_jam,2026-08-08-v2
2,26,1,0,1,330.0,325.47,0.334,47.48,0,0,0,0,0,0,18.28,running,defect_jam,2026-08-08-v2
2,27,1,0,1,330.0,326.56,0.338,47.4,0,0,0,0,0,0,20.02,running,defect_jam,2026-08-08-v2
2,28,1,0,1,330.0,327.28,0.343,47.33,0,0,0,0,0,0,21.82,running,defect_jam,2026-08-08-v2
2,29,1,0,1,330.0,327.74,0.347,47.22,0,0,0,0,0,0,23.19,running,defect_jam,2026-08-08-v2
2,30,1,0,1,330.0,328.01,0.351,47.08,0,0,0,0,0,0,24.46,running,defect_jam,2026-08-08-v2
2,31,1,0,1,330.0,328.51,0.354,46.94,0,0,0,0,0,0,25.58,running,defect_jam,2026-08-08-v2
2,32,1,0,1,330.0,328.74,0.358,46.89,0,0,0,0,0,0,26.82,running,defect_jam,2026-08-08-v2
2,33,1,0,1,330.0,328.82,0.362,46.79,0,0,0,0,0,0,27.98,running,defect_jam,2026-08-08-v2
2,34,1,0,1,330.0,329.18,0.365,46.73,0,0,0,0,0,0,29.02,running,defect_jam,2026-08-08-v2
2,35,1,0,1,330.0,329.31,0.369,46.64,0,0,0,0,0,0,30.2,running,defect_jam,2026-08-08-v2
2,36,1,1,1,330.0,329.61,0.373,46.52,0,0,1,0,0,0,31.48,running,defect_jam,2026-08-08-v2
2,37,1,1,1,330.0,329.51,0.376,46.47,0,0,1,0,0,0,32.26,running,defect_jam,2026-08-08-v2
2,38,1,1,1,330.0,329.51,0.379,46.33,0,0,1,0,0,0,33.09,running,defect_jam,2026-08-08-v2
2,39,1,1,1,330.0,329.57,0.382,46.25,0,0,1,0,0,0,33.96,running,defect_jam,2026-08-08-v2
2,40,1,1,1,330.0,329.57,0.384,46.19,0,0,1,0,0,0,34.52,running,defect_jam,2026-08-08-v2
2,41,1,1,1,330.0,329.77,0.387,46.1,0,0,1,0,0,0,35.46,running,defect_jam,2026-08-08-v2
2,42,1,1,1,330.0,329.71,0.389,45.96,0,0,1,0,0,0,35.99,running,defect_jam,2026-08-08-v2
2,43,1,1,1,330.0,329.89,0.392,45.87,0,0,1,0,0,0,36.92,running,defect_jam,2026-08-08-v2
2,44,1,1,1,330.0,329.9,0.394,45.75,0,0,1,0,0,0,37.48,running,defect_jam,2026-08-08-v2
2,45,1,1,1,330.0,329.9,0.397,45.66,0,0,1,0,0,0,38.32,running,defect_jam,2026-08-08-v2
2,46,1,1,1,330.0,329.73,0.399,45.53,0,0,1,0,0,0,38.77,running,defect_jam,2026-08-08-v2
2,47,1,1,1,330.0,329.59,0.402,45.46,0,0,1,0,0,0,39.53,running,defect_jam,2026-08-08-v2
2,48,1,1,1,330.0,329.54,0.404,45.36,0,0,1,0,0,0,40.05,running,defect_jam,2026-08-08-v2
2,49,1,1,1,330.0,329.61,0.407,45.29,0,0,1,0,0,0,40.93,running,defect_jam,2026-08-08-v2
2,50,1,1,1,330.0,329.62,0.408,45.15,0,0,1,0,0,0,41.21,running,defect_jam,2026-08-08-v2
2,51,1,1,1,330.0,329.76,0.41,45.04,0,0,1,0,0,0,41.85,running,defect_jam,2026-08-08-v2
2,51,1,1,1,330.0,329.76,0.41,45.04,0,0,1,0,0,0,41.85,esd,defect_jam,2026-08-08-v2
3,1,1,0,0,150.0,150.11,0.051,0.54,0,0,0,0,0,0,9.64,running,startup,2026-08-08-v2
3,2,1,0,0,150.0,150.07,0.051,1.0,0,0,0,0,0,0,9.33,running,startup,2026-08-08-v2
3,3,1,0,0,150.0,150.03,0.051,1.46,0,0,0,0,0,0,9.03,running,startup,2026-08-08-v2
3,4,1,0,0,150.0,150.18,0.05,1.96,0,0,0,0,0,0,8.69,running,startup,2026-08-08-v2
3,5,1,0,0,150.0,150.23,0.05,2.44,0,0,0,0,0,0,8.37,running,startup,2026-08-08-v2
3,6,1,0,0,150.0,150.32,0.051,2.9,0,0,0,0,0,0,8.07,running,startup,2026-08-08-v2
3,7,1,0,0,150.0,150.43,0.052,3.38,0,0,0,0,0,0,7.75,running,startup,2026-08-08-v2
3,8,1,0,0,150.0,150.33,0.052,3.88,0,0,0,0,0,0,7.41,running,startup,2026-08-08-v2
3,9,1,0,0,150.0,150.36,0.052,4.34,0,0,0,0,0,0,7.11,running,startup,2026-08-08-v2
3,10,1,0,0,150.0,150.22,0.052,4.87,0,0,0,0,0,0,6.75,running,startup,2026-08-08-v2
3,11,1,0,0,150.0,150.31,0.053,5.38,0,0,0,0,0,0,6.41,running,startup,2026-08-08-v2
3,12,1,0,0,150.0,150.24,0.054,5.86,0,0,0,0,0,0,6.09,running,startup,2026-08-08-v2
3,13,1,0,0,150.0,150.34,0.054,6.41,0,0,0,0,0,0,5.73,running,startup,2026-08-08-v2
3,14,1,0,0,150.0,150.24,0.055,6.89,0,0,0,0,0,0,5.41,running,startup,2026-08-08-v2
3,15,1,0,0,150.0,150.39,0.056,7.42,0,0,0,0,0,0,5.05,running,startup,2026-08-08-v2
3,16,1,0,0,150.0,150.16,0.057,7.97,0,0,0,0,0,0,4.69,running,startup,2026-08-08-v2
3,17,1,0,0,150.0,149.97,0.057,8.51,0,0,0,0,0,0,4.33,running,startup,2026-08-08-v2
3,18,1,0,0,150.0,150.16,0.059,8.97,0,0,0,0,0,0,4.02,running,startup,2026-08-08-v2
3,19,1,0,0,150.0,150.09,0.06,9.43,0,0,0,0,0,0,3.71,running,startup,2026-08-08-v2
3,20,1,0,0,150.0,150.25,0.062,9.94,0,0,0,0,0,0,3.37,running,startup,2026-08-08-v2
3,21,1,0,1,220.0,164.25,0.064,10.41,0,0,0,0,0,0,3.06,running,startup,2026-08-08-v2
3,22,1,0,1,220.0,175.24,0.066,10.96,0,0,0,0,0,0,2.69,running,startup,2026-08-08-v2
3,23,1,0,1,220.0,184.06,0.067,11.44,0,0,0,0,0,0,2.37,running,startup,2026-08-08-v2
3,24,1,0,1,220.0,191.19,0.069,11.93,0,0,0,0,0,0,2.05,running,startup,2026-08-08-v2
3,25,1,0,1,220.0,196.82,0.058,12.4,0,0,0,0,0,0,1.73,running,startup,2026-08-08-v2
3,26,1,0,1,220.0,201.46,0.05,12.31,0,0,0,0,0,0,1.79,running,startup,2026-08-08-v2
3,27,1,0,1,220.0,205.23,0.05,12.25,0,0,0,0,0,0,1.83,running,startup,2026-08-08-v2
3,28,1,0,1,220.0,208.01,0.05,12.19,0,0,0,0,0,0,1.87,running,startup,2026-08-08-v2
3,29,1,0,1,220.0,210.48,0.05,12.09,0,0,0,0,0,0,1.94,running,startup,2026-08-08-v2
3,30,1,0,1,220.0,212.23,0.05,11.98,0,0,0,0,0,0,2.01,running,startup,2026-08-08-v2
3,31,1,0,1,220.0,210.52,0.05,12.01,0,0,0,0,0,0,1.99,running,startup,2026-08-08-v2
3,32,1,0,1,220.0,212.53,0.05,11.96,0,0,0,0,0,0,2.03,running,startup,2026-08-08-v2
3,33,1,0,1,220.0,211.17,0.05,11.99,0,0,0,0,0,0,2.01,running,startup,2026-08-08-v2
3,34,1,0,1,220.0,209.53,0.05,11.97,0,0,0,0,0,0,2.02,running,startup,2026-08-08-v2
3,35,1,0,1,220.0,207.89,0.05,11.93,0,0,0,0,0,0,2.05,running,startup,2026-08-08-v2
3,36,1,0,1,220.0,206.22,0.05,11.92,0,0,0,0,0,0,2.05,running,startup,2026-08-08-v2
3,37,1,0,1,220.0,204.72,0.05,11.89,0,0,0,0,0,0,2.07,running,startup,2026-08-08-v2
3,38,1,0,1,220.0,203.27,0.05,11.87,0,0,0,0,0,0,2.09,running,startup,2026-08-08-v2
3,39,1,0,1,220.0,202.02,0.05,11.85,0,0,0,0,0,0,2.1,running,startup,2026-08-08-v2
3,40,1,0,1,220.0,200.43,0.05,11.88,0,0,0,0,0,0,2.08,running,startup,2026-08-08-v2
3,41,1,0,1,220.0,198.98,0.05,11.91,0,0,0,0,0,0,2.06,running,startup,2026-08-08-v2
3,42,1,0,1,220.0,197.5,0.05,11.87,0,0,0,0,0,0,2.09,running,startup,2026-08-08-v2
3,43,1,0,1,220.0,196.08,0.05,11.88,0,0,0,0,0,0,2.08,running,startup,2026-08-08-v2
3,44,1,0,1,220.0,194.77,0.05,11.92,0,0,0,0,0,0,2.05,running,startup,2026-08-08-v2
3,45,1,0,1,220.0,193.48,0.05,11.92,0,0,0,0,0,0,2.05,running,startup,2026-08-08-v2
3,46,1,0,1,220.0,191.96,0.05,11.87,0,0,0,0,0,0,2.09,running,startup,2026-08-08-v2
3,47,1,0,1,220.0,190.66,0.05,11.86,0,0,0,0,0,0,2.09,running,startup,2026-08-08-v2
3,48,1,0,1,220.0,189.37,0.05,11.87,0,0,0,0,0,0,2.09,running,startup,2026-08-08-v2
3,49,1,0,1,220.0,188.21,0.05,11.88,0,0,0,0,0,0,2.08,running,startup,2026-08-08-v2
3,50,1,0,1,220.0,186.81,0.05,11.87,0,0,0,0,0,0,2.09,running,startup,2026-08-08-v2
3,51,1,0,1,220.0,185.49,0.05,11.91,0,0,0,0,0,0,2.06,running,startup,2026-08-08-v2
3,52,1,0,1,220.0,184.42,0.05,11.95,0,0,0,0,0,0,2.03,running,startup,2026-08-08-v2
3,53,1,0,1,220.0,183.23,0.05,12.0,0,0,0,0,0,0,2.0,running,startup,2026-08-08-v2
3,54,1,0,1,220.0,190.7,0.05,11.87,0,0,0,0,0,0,2.09,running,startup,2026-08-08-v2
3,55,1,0,1,220.0,189.52,0.05,11.84,0,0,0,0,0,0,2.11,running,startup,2026-08-08-v2
3,56,1,0,1,220.0,188.14,0.05,11.89,0,0,0,0,0,0,2.07,running,startup,2026-08-08-v2
3,57,1,0,1,220.0,186.7,0.05,11.93,0,0,0,0,0,0,2.05,running,startup,2026-08-08-v2
3,58,1,0,1,220.0,185.47,0.05,11.88,0,0,0,0,0,0,2.08,running,startup,2026-08-08-v2
3,59,1,0,1,220.0,184.06,0.05,11.84,0,0,0,0,0,0,2.11,running,startup,2026-08-08-v2
3,60,1,0,1,220.0,182.8,0.05,11.81,0,0,0,0,0,0,2.13,running,startup,2026-08-08-v2
3,61,1,0,1,280.0,188.84,0.05,11.79,0,0,0,0,0,0,2.14,running,startup,2026-08-08-v2
3,62,1,0,1,280.0,194.89,0.05,11.78,0,0,0,0,0,0,2.15,running,startup,2026-08-08-v2
3,63,1,0,1,280.0,200.9,0.05,11.76,0,0,0,0,0,0,2.16,running,startup,2026-08-08-v2
3,64,1,0,1,280.0,206.73,0.05,11.78,0,0,0,0,0,0,2.15,running,startup,2026-08-08-v2
3,65,1,0,1,280.0,212.46,0.05,11.77,0,0,0,0,0,0,2.15,running,startup,2026-08-08-v2
3,66,1,0,1,280.0,218.29,0.05,11.78,0,0,0,0,0,0,2.15,running,startup,2026-08-08-v2
3,67,1,0,1,280.0,223.87,0.05,11.81,0,0,0,0,0,0,2.13,running,startup,2026-08-08-v2
3,68,1,0,1,280.0,229.36,0.05,11.79,0,0,0,0,0,0,2.14,running,startup,2026-08-08-v2
3,69,1,0,1,280.0,234.7,0.05,11.75,0,0,0,0,0,0,2.17,running,startup,2026-08-08-v2
3,70,1,0,1,280.0,240.01,0.05,11.71,0,0,0,0,0,0,2.19,running,startup,2026-08-08-v2
3,71,1,0,1,280.0,245.37,0.05,11.75,0,0,0,0,0,0,2.17,running,startup,2026-08-08-v2
3,72,1,0,1,280.0,250.54,0.05,11.73,0,0,0,0,0,0,2.18,running,startup,2026-08-08-v2
3,73,1,0,1,280.0,255.7,0.052,11.73,0,0,0,0,0,0,2.18,running,startup,2026-08-08-v2
3,74,1,0,1,280.0,260.79,0.054,11.71,0,0,0,0,0,0,2.19,running,startup,2026-08-08-v2
3,75,1,0,1,280.0,266.09,0.058,11.72,0,0,0,0,0,0,2.19,running,startup,2026-08-08-v2
3,76,1,0,1,280.0,271.29,0.061,11.74,0,0,0,0,0,0,2.17,running,startup,2026-08-08-v2
3,77,1,0,1,280.0,276.55,0.065,11.73,0,0,0,0,0,0,2.18,running,startup,2026-08-08-v2
3,78,1,0,1,280.0,281.41,0.072,11.75,0,0,0,0,0,0,2.17,running,startup,2026-08-08-v2
3,79,1,0,1,280.0,286.35,0.078,11.75,0,0,0,0,0,0,2.17,running,startup,2026-08-08-v2
3,80,1,0,1,280.0,291.46,0.086,11.76,0,0,0,0,0,0,2.16,running,startup,2026-08-08-v2
3,81,1,0,1,280.0,296.17,0.093,11.72,0,0,0,0,0,0,2.19,running,startup,2026-08-08-v2
3,82,1,0,1,280.0,300.97,0.101,11.69,0,0,0,0,0,0,2.21,running,startup,2026-08-08-v2
3,83,1,0,1,280.0,305.83,0.11,11.7,0,0,0,0,0,0,2.2,running,startup,2026-08-08-v2
3,84,1,0,1,280.0,310.77,0.119,11.66,0,0,0,0,0,0,2.67,running,startup,2026-08-08-v2
3,85,1,0,1,280.0,315.57,0.128,11.64,0,0,0,0,0,0,5.42,running,startup,2026-08-08-v2
3,86,1,0,1,280.0,320.07,0.138,11.64,0,0,0,0,0,0,7.99,running,startup,2026-08-08-v2
3,87,1,0,1,280.0,324.61,0.149,11.63,0,0,0,0,0,0,10.6,running,startup,2026-08-08-v2
3,88,1,0,1,280.0,329.0,0.16,11.61,0,0,0,0,0,0,13.12,running,startup,2026-08-08-v2
