session_id,time_elapsed,valve_V1,valve_V2,valve_V3,furnaceTempSp,furnaceTemp,columnPres,columnLevel,defect_pump_fail,defect_coil_overheat,defect_valve_jam,defect_power_fail,defect_air_fail,defect_steam_fail,accident_risk,status
1,40,0,0,1,100.0,214.7,0.182,47.05,0,0,0,1,0,0,0.0,running
1,41,0,0,1,100.0,209.45,0.171,47.05,0,0,0,1,0,0,0.0,running
1,42,0,0,1,100.0,204.26,0.159,47.06,0,0,0,1,0,0,0.0,running
1,43,0,0,1,100.0,199.15,0.148,47.09,0,0,0,1,0,0,0.0,running
1,44,0,0,1,100.0,194.22,0.135,47.1,0,0,0,1,0,0,0.0,running
1,45,0,0,1,100.0,189.25,0.122,47.13,0,0,0,1,0,0,0.0,running
1,46,0,0,1,100.0,184.57,0.11,47.1,0,0,0,1,0,0,0.0,running
1,47,0,0,1,100.0,179.99,0.096,47.07,0,0,0,1,0,0,0.0,running
1,48,0,0,1,100.0,175.41,0.083,47.06,0,0,0,1,0,0,0.0,running
1,49,0,0,1,100.0,171.27,0.07,47.1,0,0,0,1,0,0,0.0,running
1,50,0,0,1,100.0,167.2,0.055,47.14,0,0,0,1,0,0,0.0,running
1,51,0,0,1,100.0,163.33,0.05,47.1,0,0,0,1,0,0,0.0,running
1,52,0,0,1,100.0,159.31,0.05,47.08,0,0,0,1,0,0,0.0,running
1,53,0,0,1,100.0,155.57,0.05,47.05,0,0,0,1,0,0,0.0,running
1,54,0,0,1,100.0,151.93,0.05,47.02,0,0,0,1,0,0,0.0,running
1,55,0,0,1,100.0,148.32,0.05,46.99,0,0,0,1,0,0,0.0,running
1,56,0,0,1,100.0,145.03,0.05,46.99,0,0,0,1,0,0,0.0,running
1,57,0,0,1,100.0,141.74,0.05,47.03,0,0,0,1,0,0,0.0,running
1,58,0,0,1,100.0,138.64,0.05,46.99,0,0,0,1,0,0,0.0,running
1,59,0,0,1,100.0,135.62,0.05,46.95,0,0,0,1,0,0,0.0,running
1,60,0,0,1,100.0,132.65,0.05,46.98,0,0,0,1,0,0,0.0,running
1,61,0,0,1,100.0,129.47,0.05,46.93,0,0,0,1,0,0,0.0,running
1,62,0,0,1,100.0,126.55,0.05,46.96,0,0,0,1,0,0,0.0,running
1,63,0,0,1,100.0,123.74,0.05,46.93,0,0,0,1,0,0,0.0,running
1,64,0,0,1,100.0,120.96,0.05,46.97,0,0,0,1,0,0,0.0,running
1,65,0,0,1,100.0,118.24,0.05,47.01,0,0,0,1,0,0,0.0,running
1,66,0,0,1,100.0,115.67,0.05,47.0,0,0,0,1,0,0,0.0,running
1,67,0,0,1,100.0,113.26,0.05,47.03,0,0,0,1,0,0,0.0,running
1,68,0,0,1,100.0,110.67,0.05,47.05,0,0,0,1,0,0,0.0,running
1,69,0,0,1,100.0,108.44,0.05,47.07,0,0,0,1,0,0,0.0,running
1,70,0,0,1,100.0,106.1,0.05,47.11,0,0,0,1,0,0,0.0,running
1,71,0,0,1,100.0,103.92,0.05,47.15,0,0,0,1,0,0,0.0,running
1,72,0,0,1,100.0,101.74,0.05,47.19,0,0,0,1,0,0,0.0,running
1,73,0,0,1,100.0,99.73,0.05,47.16,0,0,0,1,0,0,0.0,running
1,74,0,0,1,100.0,97.68,0.05,47.12,0,0,0,1,0,0,0.0,running
1,75,0,0,1,100.0,95.68,0.05,47.07,0,0,0,1,0,0,0.0,running
1,76,0,0,1,100.0,93.81,0.05,47.02,0,0,0,1,0,0,0.0,running
1,77,0,0,1,100.0,92.07,0.05,47.05,0,0,0,1,0,0,0.0,running
1,78,0,0,1,100.0,90.19,0.05,47.05,0,0,0,1,0,0,0.0,running
1,79,0,0,1,100.0,88.62,0.05,47.03,0,0,0,1,0,0,0.0,running
1,80,0,0,1,100.0,86.94,0.05,47.07,0,0,0,1,0,0,0.0,running
1,81,0,0,1,100.0,85.41,0.05,47.08,0,0,0,1,0,0,0.0,running
1,82,0,0,1,100.0,83.75,0.05,47.06,0,0,0,1,0,0,0.0,running
1,83,0,0,1,100.0,82.42,0.05,47.03,0,0,0,1,0,0,0.0,running
1,84,0,0,1,100.0,80.88,0.05,47.08,0,0,0,1,0,0,0.0,running
1,85,0,0,1,100.0,79.51,0.05,47.05,0,0,0,1,0,0,0.0,running
1,86,0,0,1,100.0,78.05,0.05,47.06,0,0,0,1,0,0,0.0,running
1,87,0,0,1,100.0,76.66,0.05,47.07,0,0,0,1,0,0,0.0,running
1,88,0,0,1,100.0,75.27,0.05,47.03,0,0,0,1,0,0,0.0,running
1,89,0,0,1,100.0,73.84,0.05,46.99,0,0,0,1,0,0,0.0,running
1,90,0,0,1,100.0,72.68,0.05,47.02,0,0,0,1,0,0,0.0,running
1,91,0,0,1,100.0,71.32,0.05,46.97,0,0,0,1,0,0,0.0,running
1,92,0,0,1,100.0,70.27,0.05,46.93,0,0,0,1,0,0,0.0,running
1,93,0,0,1,100.0,69.16,0.05,46.89,0,0,0,1,0,0,0.0,running
1,94,0,0,1,100.0,68.09,0.05,46.9,0,0,0,1,0,0,0.0,running
1,95,0,0,1,100.0,67.17,0.05,46.87,0,0,0,1,0,0,0.0,running
1,96,0,0,1,100.0,66.23,0.05,46.84,0,0,0,1,0,0,0.0,running
1,97,0,0,1,100.0,65.3,0.05,46.86,0,0,0,1,0,0,0.0,running
1,98,0,0,1,100.0,64.45,0.05,46.84,0,0,0,1,0,0,0.0,running
1,99,0,0,1,100.0,63.49,0.05,46.85,0,0,0,1,0,0,0.0,running
1,100,0,0,1,100.0,62.59,0.05,46.84,0,0,0,1,0,0,0.0,running
1,101,0,0,1,100.0,61.83,0.05,46.81,0,0,0,1,0,0,0.0,running
1,102,0,0,1,100.0,60.99,0.05,46.83,0,0,0,1,0,0,0.0,running
1,103,0,0,1,100.0,60.2,0.05,46.78,0,0,0,1,0,0,0.0,running
1,104,0,0,1,100.0,59.52,0.05,46.73,0,0,0,1,0,0,0.0,running
1,105,0,0,1,100.0,58.63,0.05,46.75,0,0,0,1,0,0,0.0,running
1,106,0,0,1,100.0,58.03,0.05,46.74,0,0,0,1,0,0,0.0,running
1,107,0,0,1,100.0,57.4,0.05,46.77,0,0,0,1,0,0,0.0,running
1,108,0,0,1,100.0,56.51,0.05,46.74,0,0,0,1,0,0,0.0,running
1,109,0,0,1,100.0,55.93,0.05,46.75,0,0,0,1,0,0,0.0,running
1,110,0,0,1,100.0,55.44,0.05,46.77,0,0,0,1,0,0,0.0,running
1,111,0,0,1,100.0,54.61,0.05,46.77,0,0,0,1,0,0,0.0,running
1,112,0,0,1,100.0,53.99,0.05,46.72,0,0,0,1,0,0,0.0,running
1,113,0,0,1,100.0,53.52,0.05,46.74,0,0,0,1,0,0,0.0,running
1,114,0,0,1,100.0,52.73,0.05,46.78,0,0,0,1,0,0,0.0,running
1,115,0,0,1,100.0,52.12,0.05,46.82,0,0,0,1,0,0,0.0,running
1,116,0,0,1,100.0,51.49,0.05,46.84,0,0,0,1,0,0,0.0,running
1,117,0,0,1,100.0,50.96,0.05,46.84,0,0,0,1,0,0,0.0,running
1,118,0,0,1,100.0,50.48,0.05,46.85,0,0,0,1,0,0,0.0,running
1,119,0,0,1,100.0,50.11,0.05,46.89,0,0,0,1,0,0,0.0,running
1,120,0,0,1,100.0,49.74,0.05,46.89,0,0,0,1,0,0,0.0,running
1,121,0,0,1,100.0,49.36,0.05,46.88,0,0,0,1,0,0,0.0,running
1,122,0,0,1,100.0,48.87,0.05,46.85,0,0,0,1,0,0,0.0,running
1,123,0,0,1,100.0,48.6,0.05,46.83,0,0,0,1,0,0,0.0,running
1,124,0,0,1,100.0,47.99,0.05,46.85,0,0,0,1,0,0,0.0,running
1,125,0,0,1,100.0,47.65,0.05,46.88,0,0,0,1,0,0,0.0,running
1,126,0,0,1,100.0,47.38,0.05,46.93,0,0,0,1,0,0,0.0,running
1,127,0,0,1,100.0,47.16,0.05,46.89,0,0,0,1,0,0,0.0,running
1,128,0,0,1,100.0,46.56,0.05,46.94,0,0,0,1,0,0,0.0,running
1,129,0,0,1,100.0,46.03,0.05,46.96,0,0,0,1,0,0,0.0,running
1,130,0,0,1,100.0,45.65,0.05,46.97,0,0,0,1,0,0,0.0,running
1,131,0,0,1,100.0,45.43,0.05,47.0,0,0,0,1,0,0,0.0,running
1,132,0,0,1,100.0,45.18,0.05,46.96,0,0,0,1,0,0,0.0,running
1,133,0,0,1,100.0,44.81,0.05,46.96,0,0,0,1,0,0,0.0,running
1,134,0,0,1,100.0,44.49,0.05,47.0,0,0,0,1,0,0,0.0,running
1,135,0,0,1,100.0,44.2,0.05,47.05,0,0,0,1,0,0,0.0,running
1,136,0,0,1,100.0,43.82,0.05,47.01,0,0,0,1,0,0,0.0,running
1,137,0,0,1,100.0,43.56,0.05,47.01,0,0,0,1,0,0,0.0,running
1,138,0,0,1,100.0,43.25,0.05,47.01,0,0,0,1,0,0,0.0,running
1,139,0,0,1,100.0,43.03,0.05,46.96,0,0,0,1,0,0,0.0,running
1,140,0,0,1,100.0,42.86,0.05,46.97,0,0,0,1,0,0,0.0,running
1,141,0,0,1,100.0,42.65,0.05,46.97,0,0,0,1,0,0,0.0,running
1,142,0,0,1,100.0,42.25,0.05,47.02,0,0,0,1,0,0,0.0,running
1,143,0,0,1,100.0,42.17,0.05,47.02,0,0,0,1,0,0,0.0,running
1,144,0,0,1,100.0,42.02,0.05,46.98,0,0,0,1,0,0,0.0,running
1,145,0,0,1,100.0,41.82,0.05,46.95,0,0,0,1,0,0,0.0,running
1,146,0,0,1,100.0,41.71,0.05,46.95,0,0,0,1,0,0,0.0,running
1,147,0,0,1,100.0,41.38,0.05,46.98,0,0,0,1,0,0,0.0,running
1,148,0,0,1,100.0,41.1,0.05,47.01,0,0,0,1,0,0,0.0,running
1,149,0,0,1,100.0,40.79,0.05,46.98,0,0,0,1,0,0,0.0,running
1,150,0,0,1,100.0,40.68,0.05,47.01,0,0,0,1,0,0,0.0,running
1,151,0,0,1,100.0,40.51,0.05,46.98,0,0,0,1,0,0,0.0,running
1,152,0,0,1,100.0,40.12,0.05,46.94,0,0,0,1,0,0,0.0,running
1,153,0,0,1,100.0,39.94,0.05,46.98,0,0,0,1,0,0,0.0,running
1,154,0,0,1,100.0,39.78,0.05,46.96,0,0,0,1,0,0,0.0,running
1,155,0,0,1,100.0,39.54,0.05,46.99,0,0,0,1,0,0,0.0,running
1,156,0,0,1,100.0,39.24,0.05,47.01,0,0,0,1,0,0,0.0,running
1,157,0,0,1,100.0,39.02,0.05,47.02,0,0,0,1,0,0,0.0,running
1,158,0,0,1,100.0,38.94,0.05,47.0,0,0,0,1,0,0,0.0,running
1,159,0,0,1,100.0,38.61,0.05,46.95,0,0,0,1,0,0,0.0,running
1,160,0,0,1,100.0,38.57,0.05,46.97,0,0,0,1,0,0,0.0,running
1,161,0,0,1,100.0,38.46,0.05,46.98,0,0,0,1,0,0,0.0,running
1,162,0,0,1,100.0,38.41,0.05,46.97,0,0,0,1,0,0,0.0,running
1,163,0,0,1,100.0,38.43,0.05,46.96,0,0,0,1,0,0,0.0,running
1,164,0,0,1,100.0,38.32,0.05,46.99,0,0,0,1,0,0,0.0,running
1,165,0,0,1,100.0,38.36,0.05,47.01,0,0,0,1,0,0,0.0,running
1,166,0,0,1,100.0,38.04,0.05,47.01,0,0,0,1,0,0,0.0,running
1,167,0,0,1,100.0,37.89,0.05,46.99,0,0,0,1,0,0,0.0,running
1,168,0,0,1,100.0,37.55,0.05,46.98,0,0,0,1,0,0,0.0,running
1,169,0,0,1,100.0,37.3,0.05,46.93,0,0,0,1,0,0,0.0,running
1,170,0,0,1,100.0,37.16,0.05,46.96,0,0,0,1,0,0,0.0,running
1,171,0,0,1,100.0,37.15,0.05,46.98,0,0,0,1,0,0,0.0,running
1,172,0,0,1,100.0,37.22,0.05,46.97,0,0,0,1,0,0,0.0,running
1,173,0,0,1,100.0,37.14,0.05,46.97,0,0,0,1,0,0,0.0,running
1,174,0,0,1,100.0,36.99,0.05,46.99,0,0,0,1,0,0,0.0,running
1,175,0,0,1,100.0,36.75,0.05,46.99,0,0,0,1,0,0,0.0,running
1,176,0,0,1,100.0,36.45,0.05,46.97,0,0,0,1,0,0,0.0,running
1,177,0,0,1,100.0,36.53,0.05,46.99,0,0,0,1,0,0,0.0,running
1,178,0,0,1,100.0,36.43,0.05,47.0,0,0,0,1,0,0,0.0,running
1,179,0,0,1,100.0,36.53,0.05,46.99,0,0,0,1,0,0,0.0,running
1,180,0,0,1,100.0,36.57,0.05,46.95,0,0,0,1,0,0,0.0,running
1,181,0,0,1,100.0,36.53,0.05,46.92,0,0,0,1,0,0,0.0,running
1,182,0,0,1,100.0,36.42,0.05,46.92,0,0,0,1,0,0,0.0,running
1,183,0,0,1,100.0,36.36,0.05,46.9,0,0,0,1,0,0,0.0,running
1,184,0,0,1,100.0,36.19,0.05,46.92,0,0,0,1,0,0,0.0,running
1,185,0,0,1,100.0,36.04,0.05,46.9,0,0,0,1,0,0,0.0,running
1,186,0,0,1,100.0,35.88,0.05,46.93,0,0,0,1,0,0,0.0,running
1,187,0,0,1,100.0,35.8,0.05,46.88,0,0,0,1,0,0,0.0,running
1,188,0,0,1,100.0,35.81,0.05,46.86,0,0,0,1,0,0,0.0,running
1,189,0,0,1,100.0,35.57,0.05,46.82,0,0,0,1,0,0,0.0,running
1,190,0,0,1,100.0,35.38,0.05,46.81,0,0,0,1,0,0,0.0,running
1,191,0,0,1,100.0,35.31,0.05,46.81,0,0,0,1,0,0,0.0,running
1,192,0,0,1,100.0,35.31,0.05,46.79,0,0,0,1,0,0,0.0,running
1,193,0,0,1,100.0,35.33,0.05,46.77,0,0,0,1,0,0,0.0,running
1,194,0,0,1,100.0,35.26,0.05,46.79,0,0,0,1,0,0,0.0,running
1,195,0,0,1,100.0,35.4,0.05,46.79,0,0,0,1,0,0,0.0,running
1,196,0,0,1,100.0,35.25,0.05,46.77,0,0,0,1,0,0,0.0,running
1,197,0,0,1,100.0,35.0,0.05,46.82,0,0,0,1,0,0,0.0,running
1,198,0,0,1,100.0,34.99,0.05,46.82,0,0,0,1,0,0,0.0,running
1,199,0,0,1,100.0,34.93,0.05,46.8,0,0,0,1,0,0,0.0,running
1,200,0,0,1,100.0,34.9,0.05,46.77,0,0,0,1,0,0,0.0,running
1,201,0,0,1,100.0,34.81,0.05,46.73,0,0,0,1,0,0,0.0,running
1,202,0,0,1,100.0,34.79,0.05,46.69,0,0,0,1,0,0,0.0,running
1,203,0,0,1,100.0,34.83,0.05,46.66,0,0,0,1,0,0,0.0,running
2,1,1,0,0,150.0,149.97,0.224,50.52,0,0,0,0,0,0,0.0,running
2,2,1,0,0,150.0,149.95,0.2,51.0,0,0,0,0,0,0,0.0,running
2,3,1,0,0,150.0,149.98,0.176,51.5,0,0,0,0,0,0,0.0,running
2,4,1,0,0,150.0,149.93,0.154,51.96,0,0,0,0,0,0,0.0,running
2,5,1,0,0,150.0,149.82,0.134,52.5,0,0,0,0,0,0,0.0,running
2,6,1,0,0,150.0,150.02,0.114,53.04,0,0,0,0,0,0,0.0,running
2,7,1,0,0,150.0,149.9,0.095,53.58,0,0,0,0,0,0,0.0,running
2,8,1,0,0,150.0,150.0,0.077,54.09,0,0,0,0,0,0,0.0,running
2,9,1,0,0,150.0,150.01,0.06,54.55,0,0,0,0,0,0,0.0,running
2,10,1,0,0,150.0,150.06,0.05,55.02,0,0,0,0,0,0,0.0,running
2,11,1,0,0,150.0,149.98,0.05,55.51,0,0,0,0,0,0,0.0,running
2,12,1,0,0,150.0,149.86,0.05,56.05,0,0,0,0,0,0,0.0,running
2,13,1,0,0,150.0,149.89,0.05,56.5,0,0,0,0,0,0,0.0,running
2,14,1,0,0,150.0,150.08,0.05,57.04,0,0,0,0,0,0,0.0,running
2,15,1,0,0,150.0,150.04,0.05,57.59,0,0,0,0,0,0,0.0,running
2,16,1,0,0,150.0,149.95,0.05,58.09,0,0,0,0,0,0,0.0,running
2,17,1,0,0,150.0,149.84,0.05,58.62,0,0,0,0,0,0,0.0,running
2,18,1,0,0,150.0,149.85,0.05,59.08,0,0,0,0,0,0,0.0,running
2,19,1,0,0,150.0,149.73,0.05,59.59,0,0,0,0,0,0,0.0,running
2,20,1,0,0,150.0,149.81,0.05,60.11,0,0,0,0,0,0,0.0,running
2,21,1,0,1,220.0,163.74,0.05,59.97,0,0,0,0,0,0,0.0,running
2,22,1,0,1,220.0,174.99,0.05,59.92,0,0,0,0,0,0,0.0,running
2,23,1,0,1,220.0,184.03,0.05,59.77,0,0,0,0,0,0,0.0,running
2,24,1,0,1,220.0,191.22,0.05,59.64,0,0,0,0,0,0,0.0,running
2,25,1,0,1,220.0,197.06,0.05,59.58,0,0,0,0,0,0,0.0,running
2,26,1,0,1,220.0,201.75,0.05,59.47,0,0,0,0,0,0,0.0,running
2,27,1,0,1,220.0,205.48,0.05,59.33,0,0,0,0,0,0,0.0,running
2,28,1,0,1,220.0,208.48,0.05,59.23,0,0,0,0,0,0,0.0,running
2,29,1,0,1,220.0,210.79,0.05,59.13,0,0,0,0,0,0,0.0,running
2,30,1,0,1,220.0,212.8,0.05,59.01,0,0,0,0,0,0,0.0,running
2,31,1,0,1,220.0,214.05,0.05,58.93,0,0,0,0,0,0,0.0,running
2,32,1,0,1,220.0,215.15,0.05,58.82,0,0,0,0,0,0,0.0,running
2,33,1,0,1,220.0,216.16,0.05,58.73,0,0,0,0,0,0,0.0,running
2,34,1,0,1,220.0,216.76,0.05,58.58,0,0,0,0,0,0,0.0,running
2,35,1,0,1,220.0,217.23,0.05,58.49,0,0,0,0,0,0,0.0,running
2,36,1,0,1,220.0,217.76,0.05,58.39,0,0,0,0,0,0,0.0,running
2,37,1,0,1,220.0,218.19,0.05,58.31,0,0,0,0,0,0,0.0,running
2,38,1,0,1,220.0,218.62,0.05,58.2,0,0,0,0,0,0,0.0,running
2,39,1,0,1,220.0,218.73,0.05,58.1,0,0,0,0,0,0,0.0,running
2,40,1,0,1,220.0,219.05,0.05,57.98,0,0,0,0,0,0,0.0,running
2,41,1,0,1,220.0,219.42,0.05,57.92,0,0,0,0,0,0,0.0,running
2,42,1,0,1,220.0,219.69,0.05,57.83,0,0,0,0,0,0,0.0,running
2,43,1,0,1,220.0,219.74,0.05,57.73,0,0,0,0,0,0,0.0,running
2,44,1,0,1,220.0,219.69,0.05,57.59,0,0,0,0,0,0,0.0,running
2,45,1,0,1,220.0,219.59,0.05,57.46,0,0,0,0,0,0,0.0,running
2,46,1,0,1,220.0,219.58,0.05,57.33,0,0,0,0,0,0,0.0,running
2,47,1,0,1,220.0,219.62,0.05,57.23,0,0,0,0,0,0,0.0,running
2,48,1,0,1,220.0,219.65,0.05,57.16,0,0,0,0,0,0,0.0,running
2,49,1,0,1,220.0,219.62,0.05,57.05,0,0,0,0,0,0,0.0,running
2,50,1,0,1,220.0,219.84,0.05,56.92,0,0,0,0,0,0,0.0,running
2,51,1,0,1,220.0,219.92,0.05,56.81,0,0,0,0,0,0,0.0,running
2,52,1,0,1,220.0,220.1,0.05,56.73,0,0,0,0,0,0,0.0,running
2,53,1,0,1,220.0,220.18,0.05,56.61,0,0,0,0,0,0,0.0,running
2,54,1,0,1,220.0,220.07,0.05,56.51,0,0,0,0,0,0,0.0,running
2,55,1,0,1,220.0,219.88,0.05,56.36,0,0,0,0,0,0,0.0,running
2,56,1,0,1,220.0,220.07,0.05,56.26,0,0,0,0,0,0,0.0,running
2,57,1,0,1,220.0,219.97,0.05,56.19,0,0,0,0,0,0,0.0,running
2,58,1,0,1,220.0,220.02,0.05,56.09,0,0,0,0,0,0,0.0,running
2,59,1,0,1,220.0,220.11,0.05,55.96,0,0,0,0,0,0,0.0,running
2,60,1,0,1,220.0,220.25,0.05,55.87,0,0,0,0,0,0,0.0,running
2,61,1,0,1,280.0,232.31,0.05,55.74,0,0,0,0,0,0,0.0,running
2,62,1,0,1,280.0,241.79,0.053,55.66,0,0,0,0,0,0,0.0,running
2,63,1,0,1,280.0,249.29,0.057,55.58,0,0,0,0,0,0,0.0,running
2,64,1,0,1,280.0,255.44,0.062,55.48,0,0,0,0,0,0,0.0,running
2,65,1,0,1,280.0,260.19,0.068,55.42,0,0,0,0,0,0,0.0,running
2,66,1,0,1,280.0,264.02,0.075,55.35,0,0,0,0,0,0,0.0,running
2,67,1,0,1,280.0,267.04,0.082,55.29,0,0,0,0,0,0,0.0,running
2,68,1,0,1,280.0,269.5,0.09,55.22,0,0,0,0,0,0,0.0,running
2,69,1,0,1,280.0,271.48,0.098,55.12,0,0,0,0,0,0,0.0,running
2,70,1,0,1,280.0,273.28,0.105,55.02,0,0,0,0,0,0,0.0,running
2,71,1,0,1,280.0,274.57,0.112,54.87,0,0,0,0,0,0,0.0,running
2,72,1,0,1,280.0,275.67,0.118,54.8,0,0,0,0,0,0,0.0,running
2,73,1,0,1,280.0,276.35,0.125,54.71,0,0,0,0,0,0,0.0,running
2,74,1,0,1,280.0,277.04,0.131,54.64,0,0,0,0,0,0,0.0,running
2,75,1,0,1,280.0,277.67,0.138,54.54,0,0,0,0,0,0,0.0,running
2,76,1,0,1,280.0,278.32,0.144,54.47,0,0,0,0,0,0,0.0,running
2,77,1,0,1,280.0,278.66,0.15,54.37,0,0,0,0,0,0,0.0,running
2,78,1,0,1,280.0,279.02,0.155,54.26,0,0,0,0,0,0,0.0,running
2,79,1,0,1,280.0,279.41,0.16,54.17,0,0,0,0,0,0,0.0,running
2,80,1,0,1,280.0,279.57,0.165,54.05,0,0,0,0,0,0,0.0,running
2,81,1,0,1,280.0,279.79,0.17,54.0,0,0,0,0,0,0,0.0,running
2,82,1,0,1,280.0,279.65,0.175,53.89,0,0,0,0,0,0,0.0,running
2,83,1,0,1,280.0,279.77,0.18,53.81,0,0,0,0,0,0,0.0,running
2,84,1,0,1,280.0,279.94,0.184,53.68,0,0,0,0,0,0,0.0,running
2,85,1,0,1,280.0,280.0,0.187,53.61,0,0,0,0,0,0,0.0,running
2,86,1,0,1,280.0,279.95,0.19,53.51,0,0,0,0,0,0,0.0,running
2,87,1,0,1,280.0,280.08,0.194,53.39,0,0,0,0,0,0,0.0,running
2,88,1,0,1,280.0,280.25,0.198,53.28,0,0,0,0,0,0,0.0,running
2,89,1,0,1,280.0,280.33,0.202,53.16,0,0,0,0,0,0,0.0,running
2,90,1,0,1,280.0,280.2,0.204,53.09,0,0,0,0,0,0,0.0,running
2,91,1,0,1,280.0,280.29,0.206,52.97,0,0,0,0,0,0,0.0,running
2,92,1,0,1,280.0,280.09,0.208,52.88,0,0,0,0,0,0,0.0,running
2,93,1,0,1,280.0,280.2,0.21,52.8,0,0,0,0,0,0,0.0,running
2,94,1,0,1,280.0,279.99,0.212,52.71,0,0,0,0,0,0,0.0,running
2,95,1,0,1,280.0,279.9,0.215,52.61,0,0,0,0,0,0,0.0,running
2,96,1,0,1,280.0,279.87,0.216,52.5,0,0,0,0,0,0,0.0,running
2,97,1,0,1,280.0,279.96,0.217,52.43,0,0,0,0,0,0,0.0,running
2,98,1,0,1,280.0,280.13,0.218,52.32,0,0,0,0,0,0,0.0,running
2,99,1,0,1,280.0,279.93,0.219,52.21,0,0,0,0,0,0,0.0,running
2,100,1,0,1,280.0,280.1,0.221,52.12,0,0,0,0,0,0,0.0,running
2,101,1,0,1,280.0,279.98,0.223,52.05,0,0,0,0,0,0,0.0,running
2,102,1,0,1,280.0,279.8,0.225,51.98,0,0,0,0,0,0,0.0,running
2,103,1,0,1,280.0,279.66,0.226,51.91,0,0,0,0,0,0,0.0,running
2,104,1,0,1,280.0,279.84,0.227,51.77,0,0,0,0,0,0,0.0,running
2,105,1,0,1,280.0,279.91,0.229,51.62,0,0,0,0,0,0,0.0,running
2,106,1,0,1,280.0,279.93,0.23,51.47,0,0,0,0,0,0,0.0,running
2,107,1,0,1,280.0,280.11,0.232,51.41,0,0,0,0,0,0,0.0,running
2,108,1,0,1,280.0,280.24,0.233,51.32,0,0,0,0,0,0,0.0,running
2,109,1,0,1,280.0,280.19,0.235,51.25,0,0,0,0,0,0,0.0,running
